Operating System,Graphics Processing Type,Processor Speed,Color,GPU,Release Year,Brand,Processor,SSD Capacity,Price,Screen Size,RAM Size,Resolution
11.5,Dedicated,2,Silver,NVIDIA RTX A2000,2021,Dell,7,1000,5660.91,15.6,16,2073600
10.5,Dedicated,2.6,Black,NVIDIA Quadro T1000,2019,Lenovo,7,512,5852.9,15.6,16,2073600
10,Dedicated,2.3,Black,NVIDIA GeForce RTX 3060,2021,ASUS,7,1000,6066.22,16,16,4096000
10.5,Integrated,1.8,Black,Integrated Intel UHD Graphics,2022,Lenovo,7,1000,6020.14,15.6,16,8294400
11.5,Dedicated,2.6,Titan Gray,NVIDIA RTX A2000,2022,Dell,9,1000,6064.43,15.6,32,2304000
11.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,4000,6061.06,14,32,2304000
11.5,Integrated,4.8,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,7,4000,6026.99,15.6,16,2073600
11,Dedicated,4.7,Silver,NVIDIA GeForce RTX 3050,2022,Dell,7,512,5996.33,15.6,16,3110400
11.5,Integrated,2.1,Black,NVIDIA Quadro T550,2022,Lenovo,7,1000,6081.5,16,32,2304000
10.5,Dedicated,2.7,Black,AMD Radeon HD 680M,2022,Lenovo,6,512,6019.43,13.3,16,2304000
10.5,Dedicated,3.3,Black,NVIDIA T600,2022,Lenovo,4,512,6048.01,15.6,8,2073600
10.5,Integrated,2.1,Titanium,Integrated Intel Iris Xe Graphics,2022,Lenovo,7,512,6020.14,13.5,16,3393024
10,Dedicated,5.1,Silver,NVIDIA GeForce RTX 2060,2020,Dell,7,1000,5995.07,17,32,9216000
10,Dedicated,4.5,White,NVIDIA GeForce RTX 3050 Ti,2021,Dell,7,2000,6068.73,15.6,64,7464960
10.5,Integrated,2.7,Gray,AMD Radeon 680M,2022,Lenovo,6,1000,6118.98,16,32,2304000
10,Integrated,2.3,Black,AMD Radeon RX Vega 11,2019,Microsoft,6,1000,6129.2,15,32,4153344
11.5,Integrated,1.8,Black,NVIDIA Quadro T550,2022,Lenovo,7,512,6126.54,16,16,2304000
10.5,Dedicated,1.9,Black,AMD Radeon RX 540 4GB GDDR5,2021,Dell,7,256,6132.57,14,16,2073600
10.5,Dedicated,2.7,Black,AMD Radeon HD 680M,2022,Lenovo,6,512,6130.6,13.3,16,2304000
10.5,Integrated,1.6,Black,Intel Iris Xe Graphics,2022,Dell,5,512,5962.26,14,16,2073600
11.5,Integrated,4.8,Storm Gray,Intel Iris Xe Graphics,2021,Lenovo,7,512,5945.22,14,32,2304000
11.5,Dedicated,2.3,Black,NVIDIA GeForce RTX 3070,2022,GIGABYTE,7,4000,4360.97,15.6,64,2073600
11,Integrated,2.6,Grey,Intel UHD Graphics,2021,Apple,7,512,6672.89,14,16,5939136
11,Dedicated,4.6,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,7,1000,6649.08,17.3,16,2073600
10.5,Dedicated,2.4,Blue,NVIDIA GeForce RTX 3080,2021,MSI,7,512,6779.94,17.3,16,2073600
10.5,Dedicated,5.1,Black,NVIDIA Quadro RTX 4000,2020,Lenovo,7,1000,6643.66,17.3,16,8294400
10.5,Dedicated,4.8,Black,NVIDIA Quadro T1200,2022,Lenovo,7,1000,6693.6,15.6,32,8294400
10.5,Dedicated,2.4,Gray,NVIDIA GeForce RTX 3060,2021,MSI,7,1000,6762.9,16,32,4096000
10.5,Integrated,2.6,Black,Intel Iris Xe Graphics,2022,Dell,5,512,6541.92,14,16,2073600
11.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,512,6693.77,14,16,5184000
10.5,Dedicated,2.3,Silver,NVIDIA GeForce RTX 2060,2020,Dell,7,1000,6689.63,17,16,9216000
11.5,Integrated,1.8,Black,Intel Iris Xe Graphics,2022,Dell,7,256,6572.08,14,16,2073600
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,2000,6507.38,15.6,32,2073600
11.5,Integrated,4.8,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,7,2000,6592.55,15.6,64,2073600
11,Dedicated,3,Silver,NVIDIA GeForce RTX 3050 Ti,2021,Microsoft,7,1000,6744.61,14.4,32,2073600
11,Dedicated,4.7,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,6,512,6749.24,15.6,16,2073600
10,Dedicated,4.7,Gray,Intel Iris Xe Graphics,2022,NetFu,7,2000,4258.76,15.6,64,2073600
10.5,Integrated,2,Black,AMD Radeon Graphics,2022,Lenovo,6,256,5582.14,14,8,2073600
11.5,Integrated,4.8,Black,Intel Iris Xe Graphics,2022,Lenovo,5,256,5560.05,14,16,2304000
11,Integrated,2.3,Gray,Intel Arc A370M,2022,Lenovo,7,1000,5410.32,16,32,4096000
11,Dedicated,4.7,Black,NVIDIA GeForce RTX 3070,2022,MSI,7,512,5438.68,17.3,16,2073600
10.5,Integrated,1.7,Slate blue,Intel Iris Xe Graphics,2022,HP,7,512,5434.54,13.5,16,2457600
11,Dedicated,2.3,White,NVIDIA GeForce RTX 3070,2021,Alienware,7,512,5451.21,15.6,16,2073600
11,Dedicated,2.3,Grey,NVIDIA GeForce RTX 3060,2022,Acer,7,512,5379.66,14,16,2304000
11.5,Integrated,4.8,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,7,1000,5502.31,15.6,32,2073600
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,512,5570.45,15.6,16,2073600
10.5,Dedicated,4.8,Silver/Carbon,NVIDIA RTX A2000,2021,Dell,7,1000,5313,15.6,32,2304000
11.5,Integrated,1.8,Black,Intel Iris Xe Graphics,2022,Dell,7,512,5553.38,14,16,2073600
11,Dedicated,4.2,Silver,NVIDIA GeForce GTX 1650,2018,Dell,7,512,5451.21,15.6,32,9216000
11,Dedicated,2,Black,AMD Radeon HD 6750M,2014,Sony,7,512,5434.54,17.3,16,2073600
10,Dedicated,4.6,Black,NVIDIA GeForce RTX 3060,2021,ASUS,7,1000,5438.68,15.6,16,2073600
10.5,Dedicated,2.7,Silver,NVIDIA Quadro T2000,2020,HP,7,1000,5392.7,15.6,32,2073600
11,Dedicated,2.3,Black,NVIDIA GeForce RTX 3070,2022,GIGABYTE,7,512,5514.88,15.6,16,2073600
11,Dedicated,2,Grey,NVIDIA GeForce RTX 3060,2022,ASUS,6,1000,5396.84,15,16,3686400
11,Dedicated,3.4,Black,NVIDIA GeForce RTX 3060,2022,Alienware,7,1000,5421.4,15.6,32,3686400
10.5,Dedicated,4.2,Silver Grey,NVIDIA T500,2021,HP,7,1000,5438.51,15.6,32,2073600
11,Dedicated,4.8,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,8,512,5502.31,15.6,16,3686400
10.5,Integrated,4.8,Black,NVIDIA GeForce MX450,2022,Lenovo,7,1000,5438.51,15.6,32,2073600
10,Dedicated,4.5,Silver,NVIDIA GeForce RTX 3050,2021,Dell,7,1000,5583.23,17,64,2073600
10.5,Dedicated,4.8,Silver,NVIDIA Quadro T550,2022,Dell,7,1000,5438.51,15.6,32,2073600
10,Dedicated,3.2,Black,NVIDIA GeForce RTX 3050 Ti,2021,ASUS,6,1000,5592.77,16,16,9216000
11,Dedicated,3.5,Silver,NVIDIA GeForce RTX 3070 Ti,2022,Acer,7,512,5451.17,16,16,4096000
11.5,Integrated,2,Black,Integrated AMD Radeon 680M,2022,Mobile Workstation,7,2000,5025.33,16,32,2304000
10,Dedicated,3,Black,NVIDIA GeForce RTX 3050 Ti,2021,ASUS,8,1000,5401.4,14,8,3686400
11.5,Integrated,4.8,Silver,Intel Iris Xe Graphics,2022,HP,7,1000,5438.51,14,32,2073600
10,Dedicated,1.3,Silver,NVIDIA GeForce GTX 1660 Ti Max-Q,2020,Microsoft,7,1000,5451.21,15,32,6998400
11,Dedicated,2.6,Black,NVIDIA GeForce RTX 2060,2020,Dell,7,1000,5791.91,15.6,16,2073600
11,Integrated,2.1,Silver,Intel Iris Xe Graphics,2022,Samsung,7,512,5643.72,15.6,16,2073600
10.5,Dedicated,2.3,Silver,NVIDIA Quadro RTX A2000,2021,HP,7,512,5828.43,15.6,16,2073600
10.5,Dedicated,2.6,Black,NVIDIA Quadro T1000,2019,Lenovo,7,512,5852.9,15.6,16,2073600
10.5,Dedicated,3.3,"Gray, Black",AMD Radeon RX 6500M,2022,Lenovo,4,256,5754.36,16,16,2304000
11.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,1000,5686.29,16,48,4096000
11,Dedicated,4.5,Silver,NVIDIA GeForce RTX 3050,2021,Dell,7,1000,5890.71,17,32,2073600
11.5,Dedicated,4.8,Black,NVIDIA® RTX™ A3000 6GB,2021,Lenovo,7,1000,5788.5,16,32,4096000
10.5,Integrated,3,Gray,Intel Iris Xe Graphics,2022,Dell,7,512,5788.5,14,16,2304000
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,1000,5754.43,15.6,16,2073600
10.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,1000,5618.15,14,40,2304000
11.5,Dedicated,3.3,Gray,NVIDIA GeForce RTX 3050 Ti,2022,ASUS,8,1000,5817.94,15.6,16,2073600
11,Integrated,3,Silver,Intel Iris Xe Graphics,2021,Microsoft,7,512,5791.91,13,16,5529600
11.5,Dedicated,3.4,Silver,NVIDIA RTX A1000 4GB GDDR6,2022,Dell,7,512,5791.87,15.6,32,2304000
10.5,Dedicated,2,Silver,NVIDIA RTX A2000,2020,Dell,7,256,5647.96,17,16,9216000
10.5,Integrated,2.1,Titanium,Intel Iris Xe Graphics,2021,Lenovo,7,512,5621.32,13.5,16,3393024
11.5,Dedicated,2,Silver,NVIDIA RTX A2000,2021,Dell,7,1000,5660.91,15.6,16,2073600
10.5,Dedicated,2.6,Black,NVIDIA Quadro T1000,2019,Lenovo,7,512,5852.9,15.6,16,2073600
10,Dedicated,2.3,Black,NVIDIA GeForce RTX 3060,2021,ASUS,7,1000,6066.22,16,16,4096000
10.5,Integrated,1.8,Black,Integrated Intel UHD Graphics,2022,Lenovo,7,1000,6020.14,15.6,16,8294400
11.5,Dedicated,2.6,Titan Gray,NVIDIA RTX A2000,2022,Dell,9,1000,6064.43,15.6,32,2304000
11.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,4000,6061.06,14,32,2304000
11.5,Integrated,4.8,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,7,4000,6026.99,15.6,16,2073600
11,Dedicated,4.7,Silver,NVIDIA GeForce RTX 3050,2022,Dell,7,512,5996.33,15.6,16,3110400
11.5,Integrated,2.1,Black,NVIDIA Quadro T550,2022,Lenovo,7,1000,6081.5,16,32,2304000
10.5,Dedicated,2.7,Black,AMD Radeon HD 680M,2022,Lenovo,6,512,6019.43,13.3,16,2304000
10.5,Dedicated,3.3,Black,NVIDIA T600,2022,Lenovo,4,512,6048.01,15.6,8,2073600
10.5,Integrated,2.1,Titanium,Integrated Intel Iris Xe Graphics,2022,Lenovo,7,512,6020.14,13.5,16,3393024
10,Dedicated,5.1,Silver,NVIDIA GeForce RTX 2060,2020,Dell,7,1000,5995.07,17,32,9216000
10,Dedicated,4.5,White,NVIDIA GeForce RTX 3050 Ti,2021,Dell,7,2000,6068.73,15.6,64,7464960
10.5,Integrated,2.7,Gray,AMD Radeon 680M,2022,Lenovo,6,1000,6118.98,16,32,2304000
10,Integrated,2.3,Black,AMD Radeon RX Vega 11,2019,Microsoft,6,1000,6129.2,15,32,4153344
11.5,Integrated,1.8,Black,NVIDIA Quadro T550,2022,Lenovo,7,512,6126.54,16,16,2304000
10.5,Dedicated,1.9,Black,AMD Radeon RX 540 4GB GDDR5,2021,Dell,7,256,6132.57,14,16,2073600
10.5,Dedicated,2.7,Black,AMD Radeon HD 680M,2022,Lenovo,6,512,6130.6,13.3,16,2304000
10.5,Integrated,1.6,Black,Intel Iris Xe Graphics,2022,Dell,5,512,5962.26,14,16,2073600
11.5,Integrated,4.8,Storm Gray,Intel Iris Xe Graphics,2021,Lenovo,7,512,5945.22,14,32,2304000
11.5,Dedicated,2.3,Black,NVIDIA GeForce RTX 3070,2022,GIGABYTE,7,4000,4360.97,15.6,64,2073600
11,Integrated,2.6,Grey,Intel UHD Graphics,2021,Apple,7,512,6672.89,14,16,5939136
11,Dedicated,4.6,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,7,1000,6649.08,17.3,16,2073600
10.5,Dedicated,2.4,Blue,NVIDIA GeForce RTX 3080,2021,MSI,7,512,6779.94,17.3,16,2073600
10.5,Dedicated,5.1,Black,NVIDIA Quadro RTX 4000,2020,Lenovo,7,1000,6643.66,17.3,16,8294400
10.5,Dedicated,4.8,Black,NVIDIA Quadro T1200,2022,Lenovo,7,1000,6693.6,15.6,32,8294400
10.5,Dedicated,2.4,Gray,NVIDIA GeForce RTX 3060,2021,MSI,7,1000,6762.9,16,32,4096000
10.5,Integrated,2.6,Black,Intel Iris Xe Graphics,2022,Dell,5,512,6541.92,14,16,2073600
11.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,512,6693.77,14,16,5184000
10.5,Dedicated,2.3,Silver,NVIDIA GeForce RTX 2060,2020,Dell,7,1000,6689.63,17,16,9216000
11.5,Integrated,1.8,Black,Intel Iris Xe Graphics,2022,Dell,7,256,6572.08,14,16,2073600
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,2000,6507.38,15.6,32,2073600
11.5,Integrated,4.8,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,7,2000,6592.55,15.6,64,2073600
11,Dedicated,3,Silver,NVIDIA GeForce RTX 3050 Ti,2021,Microsoft,7,1000,6744.61,14.4,32,2073600
11,Dedicated,4.7,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,6,512,6749.24,15.6,16,2073600
11.5,Integrated,2,Black,Integrated AMD Radeon 680M,2022,Mobile Workstation,7,2000,5025.33,16,32,2304000
11.5,Dedicated,3.3,Black,NVIDIA GeForce RTX 3070 Ti,2022,Maingear,8,4000,5788.5,15.6,64,3686400
11,Dedicated,5,White,NVIDIA GeForce RTX 3060,2021,Dell,7,1000,6898.81,17.3,16,2073600
11.5,Dedicated,2,Silver,NVIDIA RTX A1000,2022,Dell,7,1000,6810.6,15.6,32,9216000
10,Integrated,2,Nightfall Black,AMD Radeon™,2020,HP,4,512,6810.6,15.6,16,2073600
10.5,Dedicated,2.3,Grey,NVIDIA T600,2022,HP,7,512,6902.78,15.6,16,2073600
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,1000,6810.6,15.6,64,2073600
10.5,Dedicated,2.8,Black,NVIDIA Quadro T2000,2020,Lenovo,7,512,7083.13,15.6,16,2073600
11,Dedicated,1.8,Black,NVIDIA GeForce RTX 3060,2021,Razer,7,1000,6986.62,15.6,16,3686400
11,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,LG,7,1000,7112.13,17,32,2073600
10,Integrated,1.02,Silver,Intel Iris Xe,2021,Dell,7,256,6980.95,13.3,16,2073600
10.5,Dedicated,4.8,Black,NVIDIA® RTX™ A4000 with Max-Q 8GB,2021,Lenovo,7,1000,6810.6,16,32,9216000
11,Dedicated,3.3,Black,NVIDIA GeForce RTX 3050 Ti,2022,ASUS,8,1000,6810.6,13.4,16,2304000
10,Dedicated,3,Gray,NVIDIA GeForce RTX 3080,2021,ASUS,8,1000,6967.29,15.6,16,3686400
10.5,Dedicated,2.7,Black,NVIDIA Quadro T2000,2020,Lenovo,7,512,7083.13,15.6,32,8294400
10,Dedicated,4,Black,NVIDIA GeForce GTX 1650 Ti,2021,Lenovo,4,256,6810.6,15.6,16,2073600
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,4000,7018.43,15.6,32,2073600
11,Integrated,2.6,Black,Intel HD Graphics 520,2021,Dell,7,256,6814.01,14,8,2073600
10.5,Dedicated,1.8,Black,NVIDIA GeForce MX330,2020,Lenovo,7,1000,6837.55,15.6,16,8294400
11.5,Dedicated,4.8,Black,NVIDIA RTX A1000,2022,Lenovo,7,1000,6950.29,16,16,2304000
11.5,Dedicated,4.7,Black,NVIDIA RTX A1000,2022,Lenovo,7,1000,7001.39,16,16,4096000
11,Dedicated,4.5,White,NVIDIA GeForce RTX 2070 Super,2020,Alienware,7,4000,6810.6,17.3,64,2073600
10.5,Integrated,4.8,Black,Intel Iris Xe Graphics,2022,Lenovo,7,512,6967.32,14,32,2304000
11.5,Integrated,1.8,Black,Intel Iris Xe Graphics,2022,Dell,7,512,7086.53,14,16,2073600
10.5,Dedicated,3.2,Black,NVIDIA T600,2022,Lenovo,6,512,6889.95,15.6,16,2073600
11,Dedicated,2.5,Grey,RTX A2000,2022,HP,7,512,7112.13,15.6,32,2073600
10.5,Dedicated,4.8,Grey,NVIDIA T500,2021,Dell,7,512,7028.46,15.6,32,2073600
11,Dedicated,4.7,Black,NVIDIA GeForce RTX 3070,2022,MSI,7,1000,6898.81,15.6,16,2073600
10,Dedicated,4.7,Gray,Intel Iris Xe Graphics,2022,NetFu,7,2000,4258.76,15.6,64,2073600
10.5,Integrated,2,Black,AMD Radeon Graphics,2022,Lenovo,6,256,5582.14,14,8,2073600
11.5,Integrated,4.8,Black,Intel Iris Xe Graphics,2022,Lenovo,5,256,5560.05,14,16,2304000
11,Integrated,2.3,Gray,Intel Arc A370M,2022,Lenovo,7,1000,5410.32,16,32,4096000
11,Dedicated,4.7,Black,NVIDIA GeForce RTX 3070,2022,MSI,7,512,5438.68,17.3,16,2073600
10.5,Integrated,1.7,Slate blue,Intel Iris Xe Graphics,2022,HP,7,512,5434.54,13.5,16,2457600
11,Dedicated,2.3,White,NVIDIA GeForce RTX 3070,2021,Alienware,7,512,5451.21,15.6,16,2073600
11,Dedicated,2.3,Grey,NVIDIA GeForce RTX 3060,2022,Acer,7,512,5379.66,14,16,2304000
11.5,Integrated,4.8,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,7,1000,5502.31,15.6,32,2073600
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,512,5570.45,15.6,16,2073600
10.5,Dedicated,4.8,Silver/Carbon,NVIDIA RTX A2000,2021,Dell,7,1000,5313,15.6,32,2304000
11.5,Integrated,1.8,Black,Intel Iris Xe Graphics,2022,Dell,7,512,5553.38,14,16,2073600
11,Dedicated,4.2,Silver,NVIDIA GeForce GTX 1650,2018,Dell,7,512,5451.21,15.6,32,9216000
11,Dedicated,2,Black,AMD Radeon HD 6750M,2014,Sony,7,512,5434.54,17.3,16,2073600
10,Dedicated,4.6,Black,NVIDIA GeForce RTX 3060,2021,ASUS,7,1000,5438.68,15.6,16,2073600
10.5,Dedicated,2.7,Silver,NVIDIA Quadro T2000,2020,HP,7,1000,5392.7,15.6,32,2073600
11,Dedicated,2.3,Black,NVIDIA GeForce RTX 3070,2022,GIGABYTE,7,512,5514.88,15.6,16,2073600
11,Dedicated,2,Grey,NVIDIA GeForce RTX 3060,2022,ASUS,6,1000,5396.84,15,16,3686400
11,Dedicated,3.4,Black,NVIDIA GeForce RTX 3060,2022,Alienware,7,1000,5421.4,15.6,32,3686400
10.5,Dedicated,4.2,Silver Grey,NVIDIA T500,2021,HP,7,1000,5438.51,15.6,32,2073600
11,Dedicated,4.8,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,8,512,5502.31,15.6,16,3686400
10.5,Integrated,4.8,Black,NVIDIA GeForce MX450,2022,Lenovo,7,1000,5438.51,15.6,32,2073600
10,Dedicated,4.5,Silver,NVIDIA GeForce RTX 3050,2021,Dell,7,1000,5583.23,17,64,2073600
10.5,Dedicated,4.8,Silver,NVIDIA Quadro T550,2022,Dell,7,1000,5438.51,15.6,32,2073600
10,Dedicated,3.2,Black,NVIDIA GeForce RTX 3050 Ti,2021,ASUS,6,1000,5592.77,16,16,9216000
11,Dedicated,3.5,Silver,NVIDIA GeForce RTX 3070 Ti,2022,Acer,7,512,5451.17,16,16,4096000
11.5,Integrated,2,Black,Integrated AMD Radeon 680M,2022,Mobile Workstation,7,2000,5025.33,16,32,2304000
10,Dedicated,3,Black,NVIDIA GeForce RTX 3050 Ti,2021,ASUS,8,1000,5401.4,14,8,3686400
11.5,Integrated,4.8,Silver,Intel Iris Xe Graphics,2022,HP,7,1000,5438.51,14,32,2073600
10,Dedicated,1.3,Silver,NVIDIA GeForce GTX 1660 Ti Max-Q,2020,Microsoft,7,1000,5451.21,15,32,6998400
11,Dedicated,2.6,Black,NVIDIA GeForce RTX 2060,2020,Dell,7,1000,5791.91,15.6,16,2073600
11,Integrated,2.1,Silver,Intel Iris Xe Graphics,2022,Samsung,7,512,5643.72,15.6,16,2073600
10.5,Dedicated,2.3,Silver,NVIDIA Quadro RTX A2000,2021,HP,7,512,5828.43,15.6,16,2073600
10.5,Dedicated,2.6,Black,NVIDIA Quadro T1000,2019,Lenovo,7,512,5852.9,15.6,16,2073600
10.5,Dedicated,3.3,"Gray, Black",AMD Radeon RX 6500M,2022,Lenovo,4,256,5754.36,16,16,2304000
11.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,1000,5686.29,16,48,4096000
11,Dedicated,4.5,Silver,NVIDIA GeForce RTX 3050,2021,Dell,7,1000,5890.71,17,32,2073600
11.5,Dedicated,4.8,Black,NVIDIA® RTX™ A3000 6GB,2021,Lenovo,7,1000,5788.5,16,32,4096000
10.5,Integrated,3,Gray,Intel Iris Xe Graphics,2022,Dell,7,512,5788.5,14,16,2304000
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,1000,5754.43,15.6,16,2073600
10.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,1000,5618.15,14,40,2304000
11.5,Dedicated,3.3,Gray,NVIDIA GeForce RTX 3050 Ti,2022,ASUS,8,1000,5817.94,15.6,16,2073600
11,Integrated,3,Silver,Intel Iris Xe Graphics,2021,Microsoft,7,512,5791.91,13,16,5529600
11.5,Dedicated,3.4,Silver,NVIDIA RTX A1000 4GB GDDR6,2022,Dell,7,512,5791.87,15.6,32,2304000
10.5,Dedicated,2,Silver,NVIDIA RTX A2000,2020,Dell,7,256,5647.96,17,16,9216000
10.5,Integrated,2.1,Titanium,Intel Iris Xe Graphics,2021,Lenovo,7,512,5621.32,13.5,16,3393024
11.5,Dedicated,2,Silver,NVIDIA RTX A2000,2021,Dell,7,1000,5660.91,15.6,16,2073600
10.5,Dedicated,2.6,Black,NVIDIA Quadro T1000,2019,Lenovo,7,512,5852.9,15.6,16,2073600
10,Dedicated,2.3,Black,NVIDIA GeForce RTX 3060,2021,ASUS,7,1000,6066.22,16,16,4096000
10.5,Integrated,1.8,Black,Integrated Intel UHD Graphics,2022,Lenovo,7,1000,6020.14,15.6,16,8294400
11.5,Dedicated,2.6,Titan Gray,NVIDIA RTX A2000,2022,Dell,9,1000,6064.43,15.6,32,2304000
11.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,4000,6061.06,14,32,2304000
11.5,Integrated,4.8,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,7,4000,6026.99,15.6,16,2073600
11,Dedicated,4.7,Silver,NVIDIA GeForce RTX 3050,2022,Dell,7,512,5996.33,15.6,16,3110400
11.5,Integrated,2.1,Black,NVIDIA Quadro T550,2022,Lenovo,7,1000,6081.5,16,32,2304000
10.5,Dedicated,2.7,Black,AMD Radeon HD 680M,2022,Lenovo,6,512,6019.43,13.3,16,2304000
10.5,Dedicated,3.3,Black,NVIDIA T600,2022,Lenovo,4,512,6048.01,15.6,8,2073600
10.5,Integrated,2.1,Titanium,Integrated Intel Iris Xe Graphics,2022,Lenovo,7,512,6020.14,13.5,16,3393024
10,Dedicated,5.1,Silver,NVIDIA GeForce RTX 2060,2020,Dell,7,1000,5995.07,17,32,9216000
10,Dedicated,4.5,White,NVIDIA GeForce RTX 3050 Ti,2021,Dell,7,2000,6068.73,15.6,64,7464960
10.5,Integrated,2.7,Gray,AMD Radeon 680M,2022,Lenovo,6,1000,6118.98,16,32,2304000
10,Integrated,2.3,Black,AMD Radeon RX Vega 11,2019,Microsoft,6,1000,6129.2,15,32,4153344
11.5,Integrated,1.8,Black,NVIDIA Quadro T550,2022,Lenovo,7,512,6126.54,16,16,2304000
10.5,Dedicated,1.9,Black,AMD Radeon RX 540 4GB GDDR5,2021,Dell,7,256,6132.57,14,16,2073600
10.5,Dedicated,2.7,Black,AMD Radeon HD 680M,2022,Lenovo,6,512,6130.6,13.3,16,2304000
10.5,Integrated,1.6,Black,Intel Iris Xe Graphics,2022,Dell,5,512,5962.26,14,16,2073600
11.5,Integrated,4.8,Storm Gray,Intel Iris Xe Graphics,2021,Lenovo,7,512,5945.22,14,32,2304000
11.5,Dedicated,2.3,Black,NVIDIA GeForce RTX 3070,2022,GIGABYTE,7,4000,4360.97,15.6,64,2073600
11,Integrated,2.6,Grey,Intel UHD Graphics,2021,Apple,7,512,6672.89,14,16,5939136
11,Dedicated,4.6,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,7,1000,6649.08,17.3,16,2073600
10.5,Dedicated,2.4,Blue,NVIDIA GeForce RTX 3080,2021,MSI,7,512,6779.94,17.3,16,2073600
10.5,Dedicated,5.1,Black,NVIDIA Quadro RTX 4000,2020,Lenovo,7,1000,6643.66,17.3,16,8294400
10.5,Dedicated,4.8,Black,NVIDIA Quadro T1200,2022,Lenovo,7,1000,6693.6,15.6,32,8294400
10.5,Dedicated,2.4,Gray,NVIDIA GeForce RTX 3060,2021,MSI,7,1000,6762.9,16,32,4096000
10.5,Integrated,2.6,Black,Intel Iris Xe Graphics,2022,Dell,5,512,6541.92,14,16,2073600
11.5,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,Lenovo,7,512,6693.77,14,16,5184000
10.5,Dedicated,2.3,Silver,NVIDIA GeForce RTX 2060,2020,Dell,7,1000,6689.63,17,16,9216000
11.5,Integrated,1.8,Black,Intel Iris Xe Graphics,2022,Dell,7,256,6572.08,14,16,2073600
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,2000,6507.38,15.6,32,2073600
11.5,Integrated,4.8,Black,NVIDIA GeForce RTX 3050,2022,Lenovo,7,2000,6592.55,15.6,64,2073600
11,Dedicated,3,Silver,NVIDIA GeForce RTX 3050 Ti,2021,Microsoft,7,1000,6744.61,14.4,32,2073600
11,Dedicated,4.7,Gray,NVIDIA GeForce RTX 3060,2022,ASUS,6,512,6749.24,15.6,16,2073600
11.5,Integrated,2,Black,Integrated AMD Radeon 680M,2022,Mobile Workstation,7,2000,5025.33,16,32,2304000
11.5,Dedicated,3.3,Black,NVIDIA GeForce RTX 3070 Ti,2022,Maingear,8,4000,5788.5,15.6,64,3686400
11,Dedicated,5,White,NVIDIA GeForce RTX 3060,2021,Dell,7,1000,6898.81,17.3,16,2073600
11.5,Dedicated,2,Silver,NVIDIA RTX A1000,2022,Dell,7,1000,6810.6,15.6,32,9216000
10,Integrated,2,Nightfall Black,AMD Radeon™,2020,HP,4,512,6810.6,15.6,16,2073600
10.5,Dedicated,2.3,Grey,NVIDIA T600,2022,HP,7,512,6902.78,15.6,16,2073600
11.5,Integrated,4.7,Black,NVIDIA T600,2022,Lenovo,7,1000,6810.6,15.6,64,2073600
10.5,Dedicated,2.8,Black,NVIDIA Quadro T2000,2020,Lenovo,7,512,7083.13,15.6,16,2073600
11,Dedicated,1.8,Black,NVIDIA GeForce RTX 3060,2021,Razer,7,1000,6986.62,15.6,16,3686400
11,Integrated,4.7,Black,Intel Iris Xe Graphics,2022,LG,7,1000,7112.13,17,32,2073600
10,Integrated,1.02,Silver,Intel Iris Xe,2021,Dell,7,256,6980.95,13.3,16,2073600
