Operating System,Graphics Processing Type,Processor Speed,Color,GPU,Release Year,Brand,Processor,SSD Capacity,Price,Screen Size,RAM Size,Resolution
Windows 10,Dedicated Graphics,2.60 GHz,Black,NVIDIA GeForce RTX 2060,2020,MSI,Intel Core i7 10th Gen.,512 GB,"ILS 7,836.08",15.6 in,16 GB,1920 x 1080
Windows 10,Dedicated Graphics,2.90 GHz,Multicolor,NVIDIA GeForce RTX 2070 Super,2020,Alienware,Intel Core i7 10th Gen.,512 GB,"ILS 7,876.99",17 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.70 GHz,Black,NVIDIA Quadro P4000,2017,Dell,Intel Core i7 6th Gen.,512 GB,"ILS 7,832.70",17.3 in,32 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,3.30 GHz,Black,NVIDIA GeForce RTX 3070 Ti,2022,Maingear,AMD Ryzen 9,4 TB,"ILS 5,788.50",15.6 in,64 GB,2560 x 1440
Windows 10 Pro,Dedicated Graphics,2.40 GHz,Black,NVIDIA GeForce RTX 3070,2021,Lenovo,Intel Core i7 11th Gen.,512 GB,"ILS 7,972.36",16 in,16 GB,3840 x 2400
Windows 11 Pro,Dedicated Graphics,5.00 GHz,Silver,NVIDIA GeForce RTX 3060,2021,Dell,Intel Core i9 11th Gen.,4 TB,"ILS 7,492.00",17 in,64 GB,1920 x 1200
Windows 11 Pro 64,Integrated/On-Board Graphics,4.80 GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 7,764.56","14""",32 GB,1920 x 1200
Windows 10 Pro,Dedicated Graphics,3.30 GHz,Gray,NVIDIA GeForce RTX 3080,2021,Lenovo,Intel Core i9 11th Gen.,2 TB,"ILS 7,836.08",16 in,32 GB,2560 x 1600
Windows 11 Pro 64,Hybrid Graphics,4.7GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 7,989.42",16 in,64 GB,1920 x 1200
Windows 11 Pro,Dedicated Graphics,4.70 GHz,Silver,NVIDIA GeForce RTX 3050Ti,2022,Dell,Intel Core i7 12th Gen.,1 TB,"ILS 7,944.71",15.6 in,32 GB,3840 x 2160
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Storm Gray,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 7,934.91","14""",32 GB,1920 x 1200
Windows 11 Pro,Dedicated Graphics,4.70 GHz,Silver,NVIDIA GeForce RTX 3050Ti,2022,Dell,Intel Core i7 12th Gen.,1 TB,"ILS 7,944.71",15.6 in,32 GB,3840 x 2400
Windows 11 Home,Dedicated Graphics,4.90 GHz,Grey,NVIDIA GeForce RTX 3060,2021,MSI,Intel Core i9 11th Gen.,16 GB,"ILS 7,907.02",16 in,16 GB,2560 x 1600
Windows 11 Home,Dedicated Graphics,4.90 GHz,Grey,NVIDIA GeForce RTX 3060,2021,MSI,Intel Core i9 11th Gen.,16 GB,"ILS 7,907.02",16 in,16 GB,2560 x 1600
Windows 10 Pro,Dedicated Graphics,2.50 GHz,Black,NVIDIA RTX A3000,2021,Lenovo,Intel Core i7 11th Gen.,1 TB,"ILS 7,819.21",16 in,32 GB,2560 x 1600
Windows 11 Pro,Dedicated Graphics,4.70 GHz,Silver,NVIDIA GeForce RTX 3050Ti,2022,Dell,Intel Core i7 12th Gen.,1 TB,"ILS 7,944.71",15.6 in,32 GB,3840 x 2400
Windows 10 Home,Dedicated Graphics,2.30 GHz,Black,NVIDIA GeForce RTX 3070,2021,Razer,Intel Core i7 10th Gen.,1 TB,"ILS 7,944.71",15.6 in,16 GB,2560 x 1440
Windows 10 Pro,Dedicated Graphics,1.70 GHz,Gray,Intel Iris Xe Graphics,2022,Dell,Intel Core i7 12th Gen,512 GB,"ILS 7,760.51",15.6 in,16 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,3.30 GHz,Black,NVIDIA GeForce RTX 3060,2021,ASUS,AMD Ryzen 9 5000 Series,1 TB,"ILS 7,780.78",16 in,32 GB,3840 x 2400
Windows 10,Dedicated Graphics,3.40 GHz,Black,NVIDIA GeForce RTX 3080,2021,Alienware,Intel Core i7 11th Gen.,4 TB,"ILS 7,764.73",15.6 in,64 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.50 GHz,Gray,NVIDIA RTX A4000,2021,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 7,832.70",17.3 in,32 GB,1920 x 1080
Windows 10,Dedicated Graphics,4.50 GHz,White,NVIDIA GeForce RTX 2070 Super,2020,Alienware,Intel Core i7 10th Gen.,4 TB,"ILS 7,832.70",17.3 in,64 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,4.80 GHz,Silver/Carbon,Nvidia Rtx A1000,2022,Dell,Intel Core i7 12th Gen.,2 TB,"ILS 7,944.71",15.6 in,32 GB,1920 x 1200
Windows 10 Pro,Integrated/On-Board Graphics,4.8GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 7,785.00","14""",32 GB,1920 x 1200
Windows 10 Pro,Dedicated,2.30 GHz,Grey,NVIDIA RTX A2000,2021,HP,Intel Core i7 11th Gen.,512 GB,"ILS 7,948.69",15.6 in,16 GB,1920 x 1080
Windows 11 Pro 64,Hybrid Graphics,4.7GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 7,955.35",16 in,64 GB,2560 x 1600
Windows 11 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 7,832.70",16 in,64 GB,1920 x 1200
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,NVIDIA T600,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 7,921.28",15.6 in,64 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,4.80 GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 7,944.71",14 in,16 GB,1920 x 1200
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A4000,2021,Dell,Intel Core i9 11,1 TB,"ILS 7,751.79",15.6 in,32 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,2.40 GHz,White,NVIDIA GeForce RTX 3070,2021,Alienware,Intel Core i7 11th Gen.,2 TB,"ILS 7,832.70",17.3 in,64 GB,1920 x 1080
Windows 11,Dedicated Graphics,3.40 GHz,Black,NVIDIA GeForce RTX 3070,2021,Alienware,Intel Core i7 11th Gen.,4 TB,"ILS 7,750.93",15.6 in,64 GB,2560 x 1440
Windows 11 Home,Dedicated Graphics,4.50 GHz,Silver,NVIDIA GeForce RTX 3060,2022,Dell,Intel Core i9 12th Gen.,1 TB,"ILS 7,848.89",17 in,16 GB,3840 x 2400
Windows 10 Pro,Dedicated Graphics,1.80 GHz,Gray,Intel Iris Xe Graphics,2022,Dell,Intel Core i7 12th Gen,256 GB,"ILS 7,755.26",14 in,16 GB,1920 x 1080
Windows 11 Home,NVIDIA® GeForce® MX450,"(2.8 GHz up to 4.7 GHz, 12 MB L3 Cache)",Mystic Navy,NVIDIA® GeForce® MX450 Graphics with GDDR6 2 GB Gr,2022,Samsung,Intel Core i7 11th Gen.,1 TB,"ILS 7,836.08",15.6 in,16 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,512 GB,"ILS 7,802.04",16 in,16 GB,3840 x 2400
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Black,NVIDIA T600,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 7,764.56",15.6 in,64 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A2000,2021,Dell,Intel Core i7 11th Gen.,4 TB,"ILS 7,926.57",15.6 in,64 GB,1920 x 1080
Windows 11 Home,NVIDIA® GeForce® MX450,"(2.8 GHz up to 4.7 GHz, 12 MB L3 Cache)",Mystic Navy,NVIDIA® GeForce® MX450 Graphics with GDDR6 2 GB Gr,2022,Samsung,Intel Core i7 11th Gen.,1 TB,"ILS 7,836.08",15.6 in,16 GB,1920 x 1080
Windows 10 Home,Dedicated Graphics,3.10 GHz,Gray,NVIDIA GeForce RTX 3070,2021,ASUS,AMD Ryzen 9 5000 Series,1000 GB,"ILS 7,767.94",15.6 in,16 GB,2560 x 1440
Windows 10 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A2000,2020,Dell,Intel Core i7 11th Gen.,2 TB,"ILS 7,848.89",17 in,32 GB,3840 x 2400
Windows 10 Pro,Dedicated Graphics,2.50 GHz,Gray,NVIDIA RTX A4000,2021,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 7,832.70",17.3 in,32 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.30 GHz,Gray,NVidia RTX A3000,2021,HP,Intel Core i7 11th Gen.,4 TB,"ILS 8,176.81",15.6 in,32 GB,3840 x 2160
Windows 11 Home,Dedicated Graphics,4.70 GHz,Black,NVIDIA GeForce RTX 3080 tI,2022,Alienware,Intel Core i7 12th Gen.,1 TB,"ILS 8,173.40",15.6 in,32 GB,2560 x 1440
Windows 10 Pro,Dedicated Graphics,2.50 GHz,Black,NVIDIA RTX A3000 6GB Graphics,2021,Lenovo,Intel Core i7 11th Gen.,512 GB,"ILS 8,095.33",15.6 in,64 GB,1920 x 1080
Windows 10,NVIDIA GeForce GTX 1650,"3.0 GHz Base, up to 4.0 GHz BOOST",Black,NVIDIA GeForce GTX 1650,2021,Acer,AMD Ryzen 5 4600H,up to 1 TB,"ILS 2,585.92",15.6 in,up to 32 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,2.30 GHz,Silver,NVIDIA GeForce RTX 3060,2021,Dell,Intel Core i9 11th Gen,2 TB,"ILS 8,142.74",17 in,64 GB,1920 x 1200
Windows 11 Home,Integrated/On-Board Graphics,1.70 GHz,Gray,Intel Iris Xe Graphics,2022,Microsoft,Intel Core i7 12th Gen.,1 TB,"ILS 8,006.43",13 in,32 GB,2880 x 1920
Windows 11 Home,Dedicated Graphics,5.00 GHz,White,NVIDIA GeForce RTX 3070 Ti,2022,Alienware,Intel Core i9 12th Gen.,1 TB,"ILS 8,142.74",17.3 in,16 GB,1920 x 1080
Windows 10,Dedicated Graphics,3.10 GHz,Grey,NVIDIA GeForce RTX 3080,2021,ASUS,AMD Ryzen 9,1 TB,"ILS 8,158.08",15.6 in,48 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,4.60 GHz,White,NVIDIA GeForce RTX 3060,2021,Dell,Intel Core i7 11th Gen.,1 TB,"ILS 8,158.04",17.3 in,16 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,5.00 GHz,Black,NVIDIA® RTX™ A5000 with Max-Q 16GB,2021,Lenovo,Intel Core i9 11th Gen.,1 TB,"ILS 8,173.40",16 in,32 GB,WQUXGA (3840 x 2400)
Windows 10 Pro,Dedicated Graphics,2.50 GHz,Gray,NVIDIA RTX A2000,2021,Dell,Intel Core i7 10th Gen.,512 GB,"ILS 8,176.74",15.6 in,32 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.80 GHz,Silver,NVIDIA Quadro RTX A2000,2022,Dell,Intel Core i7 12th Gen.,1 TB,"ILS 8,006.46",17 in,32 GB,1920 x 1200
Windows 11 Home,Dedicated Graphics,4.60 GHz,White & Black,NVIDIA GeForce RTX 3070,2021,Dell,Intel Core i7 11th Gen.,1 TB,"ILS 8,158.04",17.3 in,16 GB,1920 x 1080
Not Included,Dedicated Graphics,3.30 GHz,Black,NVIDIA GeForce RTX 3080,2021,ASUS,AMD Ryzen 9,2 TB,"ILS 8,176.81",17 in,32 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,4.90 GHz,Black,NVIDIA® GeForce® RTX™ 3080 with Max-Q 16GB,2021,Lenovo,Intel® Xeon® W-11855M,1 TB,"ILS 8,173.40",15.6 in,64 GB,UHD (3840 x 2160)
Windows 11 Pro,Dedicated Graphics,5.00 GHz,Silver,NVIDIA GeForce RTX 3060,2021,Dell,Intel Core i9 11th Gen.,4 TB,"ILS 7,492.00",17 in,64 GB,1920 x 1200
Windows 11 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 8,159.77",16 in,64 GB,1920 x 1200
Windows 11 Pro,Integrated/On-Board Graphics,4.70GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 8,153.90",14 in,16 GB,3840 x 2400
Windows 10 Home,Hybrid Graphics,2.30 GHz,Black,NVIDIA GeForce RTX 2080 SUPER Max-Q,2020,Razer,Intel Core i7 10th Gen.,512 GB,"ILS 8,176.78",17.3 in,16 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,3.30 GHz,Black,NVIDIA GeForce RTX 3070 Ti,2022,Razer,AMD Ryzen 9 6000 Series,1 TB,"ILS 8,115.62",14 in,16 GB,2560 x 1440
Windows 10 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A3000,2022,Dell,Intel Core i7 12th Gen,512 GB,"ILS 8,091.63",15.6 in,32 GB,3840 x 2400
Windows 10 Home,Dedicated Graphics,2.80 GHz,Black,NVIDIA GeForce GTX 1650 Ti Max-Q,2020,Razer,Intel Core i7 11th Gen.,512 GB,"ILS 8,003.05",13.3 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.40 GHz,Blue,NVIDIA RTX A3000,2021,MSI,Intel Core i7 11th Gen.,1 TB,"ILS 8,127.58",17.3 in,32 GB,1920 x 1080
Windows 11 Pro 64,Integrated/On-Board Graphics,4.80 GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 8,173.40","14""",32 GB,1920 x 1200
Windows 10 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A3000,2022,Dell,Intel Core i7 12th Gen,512 GB,"ILS 8,091.63",15.6 in,32 GB,3840 x 2400
Windows 11 Home,Dedicated Graphics,4.60 GHz,White & Black,NVIDIA GeForce RTX 3070,2021,Dell,Intel Core i7 11th Gen.,1 TB,"ILS 8,158.04",17.3 in,16 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,3.50 GHz,Gray,NVIDIA GeForce RTX 3070 Ti,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 8,256.23",16 in,16 GB,2560 x 1600
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A2000,2022,Dell,Intel Core i7 12th Gen,1 TB,"ILS 8,173.40",15.6 in,64 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A3000,2022,Dell,Intel Core i9 12th Gen,256 GB,"ILS 8,088.40",15.6 in,32 GB,1920 x 1080
Windows 10,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A4000,2021,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 8,261.98",17.3 in,64 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,2.50 GHz,Black,NVIDIA GeForce RTX 3070 Ti,2022,ASUS,Intel Core i9 12th Gen,1 TB,"ILS 8,084.82",16 in,16 GB,2560 x 1600
Windows 11 Pro 64,Hybrid Graphics,4.7GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 8,227.91",16 in,64 GB,2560 x 1600
"Windows 10 Pro 64, English",NVIDIA Quadro T2000 4GB GDDR6,2.80 GHz,Black,NVIDIA Quadro T2000 4GB GDDR6,2022,Lenovo,"Intel Xeon W-10855M (6C / 12T, 2.8 / 5.1GHz, 12MB)",512 GB,"ILS 8,146.11",17.3,2x 16GB SO-DIMM DDR4-2933 Non-ECC,1920x1080
Windows 10 Pro,Dedicated Graphics,1.70 GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,512 GB,"ILS 8,124.04",16 in,16 GB,2560 x 1600
Windows 11 Home,Dedicated Graphics,3.40 GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,512 GB,"ILS 8,261.03",14 in,16 GB,1920 x 1200
Windows 11,Integrated/On-Board Graphics,4.40 GHz,Black,Intel Iris Xe Graphics,2021,Lenovo,Intel Core i5 12th Gen.,512 GB,"ILS 8,017.50",14 in,16 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,4.50 GHz,Silver,NVIDIA GeForce RTX 3060,2022,Dell,Intel Core i9 12th Gen.,512 GB,"ILS 8,159.77",17 in,16 GB,3840 x 2400
Windows 11 Home,Dedicated Graphics,2.40 GHz,White,NVIDIA GeForce RTX 3080,2021,Alienware,Intel Core i7 11th Gen.,4 TB,"ILS 8,156.54",15.6 in,32 GB,2560 x 1440
Windows 10 Pro,Dedicated Graphics,1.80 GHz,Gray,Intel Iris Xe Graphics,2022,Dell,Intel Core i7 12th Gen,256 GB,"ILS 8,296.16",13.3 in,16 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.50 GHz,Gray,NVIDIA RTX A4000,2021,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 8,261.98",17.3 in,32 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 8,173.40",16 in,64 GB,1920 x 1200
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A4000,2021,Dell,Intel Core i9 11,1 TB,"ILS 8,250.23",15.6 in,64 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A3000,2022,Dell,Intel Core i9 12th Gen,512 GB,"ILS 8,250.23",15.6 in,32 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,5.00 GHz,Silver,NVIDIA RTX A2000 8GB,2022,Dell,Intel Core i9 12th Gen,1 TB,"ILS 8,363.08",15.6 in,32 GB,1920 x 1200
Windows 11 Pro 64-bit,Dedicated Graphics,2.60 GHz,Black,NVIDIA RTX A3000,2022,Lenovo,Intel Core i9 12th Gen.,1 TB,"ILS 8,514.10",16 in,12 GB,3840 x 2160
Windows 11 Home,Dedicated Graphics,2.30 GHz,Black,NVIDIA GeForce RTX 3080 Ti,2022,Razer,Intel Core i9 12th Gen.,1 TB,"ILS 8,517.51",15.6 in,32 GB,3840 x 2160
Windows 11,Dedicated Graphics,2.30 GHz,Silver,NVIDIA GeForce RTX 3080 Ti 16GB VRAM,2022,MSI,Intel Core i7 12th Gen.,1 TB,"ILS 8,517.48",17.3 in,32 GB,2560 x 1440
Windows 10 Home,Dedicated Graphics,2.60GHz,Lunar Light,NVIDIA GeForce RTX 3080,2021,Dell,Intel Core i9 11th Gen.,1 TB,"ILS 8,517.51",17.3 in,32 GB,3840 x 2160
Windows 11 Pro,Dedicated Graphics,4.80 GHz,Silver,NVIDIA RTX A1000,2022,Dell,Intel Core i7 12th Gen.,4TB,"ILS 8,517.48",15.6 in,64 GB,3840 x 2160
Windows 11 Pro,Hybrid Graphics,2.40 GHz,Black,NVIDIA Quadro RTX 3000,2020,Lenovo,Intel Core i9 10th Gen.,1 TB,"ILS 8,517.51",17.3 in,32 GB,3840 x 2160
Windows 11 Home,Dedicated Graphics,3.30 GHz,Black,NVIDIA GeForce RTX 3080 Ti,2022,Razer,AMD Ryzen 9 6000 Series,1 TB,"ILS 8,514.10",14 in,16 GB,2560 x 1440
Windows 10 Pro,Dedicated Graphics,4.80 GHz,Silver/Carbon,NVIDIA RTX A2000,2022,Dell,Intel Core i7 12th Gen.,1 TB,"ILS 8,367.05",15.6 in,32 GB,1920 x 1200
Windows 11 Home,Dedicated Graphics,5.00 GHz,Black,NVIDIA GeForce RTX 3070 Ti,2022,ASUS,Intel Core i9 12th Gen.,2 TB,"ILS 8,363.08",15.6 in,16 GB,2560 x 1440
Windows 10,Hybrid Graphics,2.90 GHz,Black,Intel HD Graphics 630,2019,HP,Intel Core i5 4th Gen.,500 GB,"ILS 8,517.51",17.3 in,32 GB,1280 x 800
Windows 11 Pro,Dedicated Graphics,5.00 GHz,Black,NVIDIA® RTX™ A5000 with Max-Q 16GB,2021,Lenovo,Intel Core i9 11th Gen.,1 TB,"ILS 8,514.10",16 in,32 GB,WQUXGA (3840 x 2400)
Windows 11 Home,Dedicated Graphics,2.00 GHz,Gray,NVIDIA GeForce RTX 3070 Ti,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 8,317.08",16 in,16 GB,2560 x 1600
Windows 11 ENTERPRISE,intel iris x Graphics,1.6 GHz,"Natural Silver, Aluminium cover finish",Intel Iris Xe Graphics,2021,HP,Intel Core i5 11th Gen.,256 GB,"ILS 8,367.26",15.6 in,8 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,3.50 GHz,Gray,NVIDIA GeForce RTX 3070 Ti,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 8,457.38",16 in,16 GB,2560 x 1600
Windows 10 Pro,Dedicated Graphics,2.60GHz,Silver,NVIDIA RTX A5000 Laptop GPU,2021,Dell,Intel Core i9 11th Gen.,1 TB,"ILS 8,517.48",15.7 in,32 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,4.50 GHz,Silver,NVIDIA GeForce RTX 3060,2022,Dell,Intel Core i9 12th Gen.,1 TB,"ILS 8,513.25",17 in,32 GB,3840 x 2400
Windows 10 Home,Dedicated Graphics,2.30 GHz,Black,NVIDIA GeForce RTX 3080,2021,Razer,Intel Core i7 10th Gen.,1 TB,"ILS 8,517.48",15.6 in,32 GB,3840 x 2160
Windows 11 Home,3080ti,4.8 GHz,Black,NVIDIA GeForce RTX 3080 Ti,2022,Razer,Intel Core i7 12th Gen.,1 TB,"ILS 8,517.48",15.6 in,32 GB,2560 x 1440
Windows 11 Pro,Integrated/On-Board Graphics,2.20 GHz,Graphite,Intel Iris Xe Graphics,2022,Samsung,Intel Core i7 12th Gen.,1 TB,"ILS 8,347.16",14 in,32 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,5.00 GHz,Black,NVIDIA RTX A2000,2022,Lenovo,Intel Core i9 12th Gen.,512 GB,"ILS 8,483.44",16 in,16 GB,1920 x 1200
Windows 11 Pro,Dedicated Graphics,5.00 GHz,Silver,NVIDIA GeForce RTX 3060,2021,Dell,Intel Core i9 11th Gen.,4 TB,"ILS 7,492.00",17 in,64 GB,1920 x 1200
Windows 10,Dedicated Graphics,2.30 GHz,Black,NVIDIA GeForce RTX 3080,2021,Razer,Intel Core i7 11th Gen.,1 TB,"ILS 8,363.08",17.3 in,32 GB,1920 x 1080
Windows 11 Pro 64-bit,Dedicated Graphics,2.60 GHz,Black,RTX A2000,2022,Lenovo,Intel Core i9 12th Gen.,1 TB,"ILS 8,514.10",16 in,32 GB,3840 x 2160
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Storm Gray,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 8,343.75","14""",32 GB,1920 x 1200
Windows 10 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA® RTX™ A4000 with Max-Q 8GB,2021,Lenovo,Intel Core i7 11th Gen.,1 TB,"ILS 8,514.10",16 in,64 GB,WQUXGA (3840x2400)
Windows 11 Pro 64,Integrated/On-Board Graphics,4.7GHz,Storm Gray,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,4 TB,"ILS 8,343.75","14""",32 GB,1920 x 1200
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA GeForce RTX 3080 Ti,2022,Dell,Intel Core i7 12th Gen,512 GB,"ILS 8,432.34",15.6 in,32 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,4.70GHz,Black,Intel Iris Xe Graphics,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 8,363.08",14 in,16 GB,3840 x 2400
"Windows 10 Pro 64, English",NVIDIA Quadro RTX 3000 6GB GDDR6,2.70 GHz,Black,NVIDIA Quadro RTX 3000 6GB GDDR6,2022,Lenovo,"Intel Core i7-10850H (6C / 12T, 2.7 / 5.1GHz, 12MB)",1 TB,"ILS 8,500.44",17.3,2x 16GB SO-DIMM DDR4-2933 Non-ECC,1920x1080
Windows 11 Pro 64,Hybrid Graphics,4.7GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,1 TB,"ILS 8,309.68",16 in,64 GB,3840 x 2400
Windows 10 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A3000,2022,Dell,Intel Core i7 12th Gen,1 TB,"ILS 8,432.34",15.6 in,32 GB,3840 x 2400
Windows 10 Pro,Dedicated Graphics,4.80 GHz,Silver/Carbon,NVIDIA RTX A2000,2022,Dell,Intel Core i7 12th Gen.,1 TB,"ILS 8,367.05",15.6 in,64 GB,1920 x 1200
Windows 10 Pro,Integrated/On-Board Graphics,"2.10 GHz, 2.50 GHz",Black,NVIDIA RTX A2000,2021,Lenovo,Intel Core i7 11th Gen.,1 TB,"ILS 8,337.65",15.6 in,32 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,"2.10 GHz, 2.50 GHz",Black,NVIDIA RTX A2000,2021,Lenovo,Intel Core i7 11th Gen.,1 TB,"ILS 8,337.65",15.6 in,32 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A3000,2022,Dell,Intel Core i9 12th Gen,1 TB,"ILS 8,496.22",15.6 in,32 GB,1920 x 1080
Windows 10,Dedicated Graphics,2.20 GHz,Black,NVIDIA GeForce RTX 3070,2021,Alienware,Intel Core i7 10th Gen.,512 GB,"ILS 8,517.48",15.6 in,16 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,4.80 GHz,Black,NVIDIA RTX A1000,2022,Lenovo,Intel Core i7 12th Gen.,2 TB,"ILS 8,551.58",16 in,32 GB,3840 x 2400
Windows 10,Dedicated Graphics,4.60 GHz,Black,NVIDIA GeForce RTX 3070,2021,ASUS,Ryzen 9 5900,2 TB,"ILS 8,517.51",15.6 in,40 GB,2560 x 1440
Windows 10 Home,Integrated/On-Board Graphics,2.80 GHz,Silver,Intel Iris Xe Graphics,2021,Samsung,Intel Core i7 11th Gen.,512 GB,"ILS 8,363.08",13.3 in,8 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A2000,2020,Dell,Intel Core i7 11th Gen.,2 TB,"ILS 8,496.22",17 in,64 GB,3840 x 2400
Windows 11 Home,Dedicated Graphics,2.40 GHz,White,NVIDIA GeForce RTX 3070,2021,Alienware,Intel Core i7 11th Gen.,4 TB,"ILS 8,343.75",17.3 in,64 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,5.1 GHZ,Silver,NVIDIA RTX A3000,2021,Dell,Intel Core i9 11th Gen.,512 GB,"ILS 8,412.06",17 in,16 GB,3840 x 2400
Windows 11 Home,Dedicated Graphics,4.50 GHz,Silver,NVIDIA GeForce RTX 3060,2022,Dell,Intel Core i9 12th Gen.,1 TB,"ILS 8,343.75",17 in,16 GB,3840 x 2400
